id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1570155387 ,b4e9db52-7222-39ad-be6e-9a0b2c50840a,   -3.050790 ,  -49.483950 ,2021-12-05 16:54:00,Brasil,PARÁ,MOJU,Amazônia
 1570155391 ,ca007079-fd42-326f-b988-f1780e40ffd4,   -1.395020 ,  -52.671880 ,2021-12-05 16:54:00,Brasil,PARÁ,ALMEIRIM,Amazônia
 1570155403 ,fda9ca46-8e0f-3428-bd50-61db22d86b73,   -3.065160 ,  -52.928740 ,2021-12-05 16:54:00,Brasil,PARÁ,MEDICILÂNDIA,Amazônia
 1570155413 ,2ff91865-976d-3734-b379-673ee8528f42,   -1.396670 ,  -52.683200 ,2021-12-05 16:54:00,Brasil,PARÁ,ALMEIRIM,Amazônia
 1570155425 ,c39d4673-c29c-3d1a-a687-7eda13787ecf,    1.769070 ,  -56.272090 ,2021-12-05 16:56:00,Brasil,PARÁ,ORIXIMINÁ,Amazônia
 1570155434 ,42344cc2-2db5-343e-acf6-d58250b69b9f,    2.114470 ,  -55.891940 ,2021-12-05 16:56:00,Brasil,PARÁ,ÓBIDOS,Amazônia
 1570155444 ,daa5f999-9056-39d6-86f6-ae66c09addc5,   -1.906690 ,  -52.108870 ,2021-12-05 16:54:00,Brasil,PARÁ,PORTO DE MOZ,Amazônia
 1570155461 ,59aa14fc-b734-359f-9f34-be91eda53544,   -1.940410 ,  -48.673070 ,2021-12-05 16:54:00,Brasil,PARÁ,MOJU,Amazônia
 1570155484 ,081abdb3-0904-3f51-9f68-2448f9cb6bd4,   -1.941720 ,  -48.682130 ,2021-12-05 16:54:00,Brasil,PARÁ,MOJU,Amazônia
 1570155515 ,579aa558-0f96-3e7f-a752-191731d294b6,   -2.115410 ,  -52.143540 ,2021-12-05 16:54:00,Brasil,PARÁ,PORTO DE MOZ,Amazônia
 1570155531 ,3b1c2be6-d58a-36c5-a18c-ded26c124cb6,   -2.353370 ,  -52.014470 ,2021-12-05 16:54:00,Brasil,PARÁ,PORTO DE MOZ,Amazônia
 1570064681 ,4bc6f63c-3c77-382f-a8bb-31e77de191df,   -1.252180 ,  -46.311520 ,2021-12-04 16:11:00,Brasil,PARÁ,VISEU,Amazônia
 1569896067 ,fec28964-4074-35d3-9af3-966aa52c12c8,   -4.865430 ,  -48.304730 ,2021-12-02 16:24:00,Brasil,PARÁ,RONDON DO PARÁ,Amazônia
 1569896085 ,fa511d3a-2b0f-371d-89ef-10aab07853b1,   -5.046900 ,  -49.564820 ,2021-12-02 16:24:00,Brasil,PARÁ,ITUPIRANGA,Amazônia
